1;2;1
2;1;1
3;3;1
4;1;1
5;2;1
6;1;1
7;5;1
8;3;1
9;3;1
10;5;1
11;2;1
12;1;1
13;1;1
14;3;1
15;2;1
16;2;1
17;5;1
18;4;1
19;1;1
20;5;1
21;4;1
22;3;1
23;3;1
24;3;1
25;4;1
26;1;1
27;4;1
28;5;1
29;4;1
30;5;1
31;2;2
32;5;2
33;5;2
34;1;2
35;5;2
36;5;2
37;5;2
38;4;2
39;4;2
40;4;2
41;3;2
42;4;2
43;2;2
44;4;2
45;3;2
46;2;2
47;1;2
48;2;2
49;4;2
50;2;2
51;5;2
52;1;2
53;1;2
54;4;2
55;4;2
56;1;2
57;3;2
58;3;2
59;2;2
60;4;2
61;2;3
62;3;3
63;1;3
64;1;3
65;2;3
66;2;3
67;4;3
68;4;3
69;1;3
70;2;3
71;4;3
72;5;3
73;4;3
74;2;3
75;5;3
76;1;3
77;2;3
78;5;3
79;2;3
80;3;3
81;1;3
82;4;3
83;4;3
84;2;3
85;2;3
86;1;3
87;4;3
88;4;3
89;4;3
90;5;3
91;1;4
92;2;4
93;1;4
94;5;4
95;2;4
96;4;4
97;5;4
98;1;4
99;4;4
100;3;4
101;1;4
102;4;4
103;3;4
104;3;4
105;3;4
106;1;4
107;2;4
108;5;4
109;2;4
110;4;4
111;4;4
112;1;4
113;5;4
114;1;4
115;5;4
116;2;4
117;1;4
118;4;4
119;1;4
120;4;4
121;4;5
122;3;5
123;2;5
124;1;5
125;4;5
126;1;5
127;1;5
128;4;5
129;2;5
130;4;5
131;2;5
132;1;5
133;1;5
134;4;5
135;3;5
136;5;5
137;1;5
138;5;5
139;4;5
140;5;5
141;3;5
142;1;5
143;5;5
144;4;5
145;1;5
146;5;5
147;1;5
148;4;5
149;1;5
150;4;5
151;3;6
152;3;6
153;2;6
154;5;6
155;1;6
156;1;6
157;1;6
158;5;6
159;2;6
160;2;6
161;4;6
162;2;6
163;5;6
164;4;6
165;3;6
166;1;6
167;3;6
168;3;6
169;4;6
170;4;6
171;1;6
172;3;6
173;4;6
174;3;6
175;1;6
176;5;6
177;4;6
178;5;6
179;1;6
180;2;6
181;2;7
182;4;7
183;1;7
184;4;7
185;2;7
186;1;7
187;3;7
188;2;7
189;2;7
190;5;7
191;5;7
192;4;7
193;4;7
194;1;7
195;5;7
196;3;7
197;2;7
198;5;7
199;2;7
200;2;7
201;5;7
202;1;7
203;2;7
204;2;7
205;3;7
206;5;7
207;2;7
208;2;7
209;4;7
210;1;7
211;4;8
212;4;8
213;1;8
214;3;8
215;1;8
216;5;8
217;3;8
218;4;8
219;4;8
220;4;8
221;2;8
222;3;8
223;2;8
224;2;8
225;3;8
226;2;8
227;2;8
228;5;8
229;2;8
230;3;8
231;2;8
232;3;8
233;3;8
234;3;8
235;4;8
236;2;8
237;4;8
238;1;8
239;2;8
240;4;8
241;2;9
242;4;9
243;2;9
244;1;9
245;5;9
246;2;9
247;5;9
248;5;9
249;3;9
250;5;9
251;1;9
252;3;9
253;2;9
254;1;9
255;2;9
256;1;9
257;2;9
258;3;9
259;1;9
260;5;9
261;5;9
262;2;9
263;2;9
264;4;9
265;4;9
266;2;9
267;4;9
268;3;9
269;5;9
270;4;9
271;2;10
272;1;10
273;4;10
274;1;10
275;3;10
276;5;10
277;4;10
278;1;10
279;3;10
280;5;10
281;3;10
282;4;10
283;3;10
284;4;10
285;5;10
286;4;10
287;4;10
288;2;10
289;4;10
290;2;10
291;5;10
292;5;10
293;3;10
294;3;10
295;3;10
296;5;10
297;2;10
298;5;10
299;1;10
300;2;10
301;4;11
302;4;11
303;5;11
304;5;11
305;1;11
306;1;11
307;1;11
308;3;11
309;4;11
310;4;11
311;1;11
312;1;11
313;5;11
314;4;11
315;5;11
316;2;11
317;5;11
318;4;11
319;1;11
320;2;11
321;3;11
322;1;11
323;1;11
324;4;11
325;3;11
326;5;11
327;3;11
328;3;11
329;2;11
330;1;11
331;1;12
332;2;12
333;3;12
334;3;12
335;4;12
336;2;12
337;4;12
338;2;12
339;1;12
340;3;12
341;4;12
342;2;12
343;5;12
344;5;12
345;2;12
346;5;12
347;2;12
348;2;12
349;1;12
350;3;12
351;4;12
352;3;12
353;4;12
354;4;12
355;5;12
356;1;12
357;1;12
358;1;12
359;2;12
360;2;12
361;2;13
362;5;13
363;5;13
364;3;13
365;4;13
366;2;13
367;4;13
368;2;13
369;1;13
370;5;13
371;4;13
372;3;13
373;4;13
374;5;13
375;5;13
376;3;13
377;1;13
378;5;13
379;1;13
380;1;13
381;3;13
382;3;13
383;5;13
384;4;13
385;4;13
386;4;13
387;1;13
388;5;13
389;2;13
390;3;13
391;2;14
392;1;14
393;3;14
394;5;14
395;3;14
396;5;14
397;4;14
398;1;14
399;2;14
400;5;14
401;2;14
402;4;14
403;2;14
404;3;14
405;3;14
406;2;14
407;3;14
408;5;14
409;1;14
410;2;14
411;4;14
412;3;14
413;4;14
414;2;14
415;1;14
416;2;14
417;5;14
418;3;14
419;5;14
420;4;14
421;3;15
422;1;15
423;1;15
424;1;15
425;5;15
426;5;15
427;4;15
428;4;15
429;4;15
430;5;15
431;2;15
432;3;15
433;4;15
434;1;15
435;2;15
436;1;15
437;3;15
438;3;15
439;3;15
440;3;15
441;1;15
442;5;15
443;1;15
444;2;15
445;5;15
446;5;15
447;3;15
448;5;15
449;3;15
450;4;15
451;4;16
452;1;16
453;4;16
454;3;16
455;1;16
456;4;16
457;1;16
458;4;16
459;3;16
460;5;16
461;5;16
462;1;16
463;2;16
464;3;16
465;3;16
466;1;16
467;4;16
468;5;16
469;3;16
470;3;16
471;5;16
472;5;16
473;3;16
474;2;16
475;4;16
476;4;16
477;4;16
478;3;16
479;4;16
480;2;16
481;1;17
482;4;17
483;5;17
484;4;17
485;2;17
486;1;17
487;2;17
488;1;17
489;5;17
490;2;17
491;1;17
492;2;17
493;5;17
494;2;17
495;1;17
496;2;17
497;3;17
498;2;17
499;1;17
500;5;17
501;2;17
502;2;17
503;1;17
504;5;17
505;3;17
506;1;17
507;5;17
508;1;17
509;1;17
510;2;17
511;1;18
512;1;18
513;4;18
514;3;18
515;4;18
516;5;18
517;2;18
518;2;18
519;3;18
520;2;18
521;4;18
522;4;18
523;2;18
524;4;18
525;2;18
526;4;18
527;4;18
528;5;18
529;4;18
530;2;18
531;2;18
532;5;18
533;4;18
534;4;18
535;5;18
